Дата,Доллар США,Евро,Фунт стерлингов,Китайский юань,Японская йена,value_RUB,value_USD,value_EUR,value_GBP,value_JPY,value_CNY
2015-07-14,56.6079,62.9819,87.8951,91.1795,45.8642,11.5,0.128,-0.17929,0.58219,0.06,2.4943
2015-10-07,56.9803,63.043,87.744,91.7735,46.9553,11.5,0.1265,-0.18,0.57813,0.05714,2.4943
2015-09-07,57.2174,63.0822,88.1835,92.1494,47.0422,11.5,0.1255,-0.17857,0.58031,0.05643,2.4943
2015-08-07,57.2192,63.0441,88.89,92.1419,46.5973,11.5,0.1255,-0.17929,0.57813,0.05643,2.4943
2015-07-07,56.4112,62.4246,87.7984,90.851,46.0255,11.5,0.126,-0.17857,0.57813,0.06429,2.4943
2015-03-07,55.6555,61.5661,86.7836,89.7018,45.0488,11.5,0.1255,-0.18,0.57688,0.05929,2.4943
2015-02-07,55.4756,61.6556,87.2076,89.4566,45.2179,11.5,0.125,-0.18,0.57813,0.06643,2.4943
2015-01-07,55.8413,62.3803,87.7602,90.055,45.7228,11.5,0.123,-0.18,0.57688,0.05786,2.4943
2015-06-30,55.524,61.5206,87.1727,89.4279,45.2021,11.5,0.112,-0.10571,0.5785,0.05857,2.4943
2015-06-26,54.6026,61.1986,85.7861,87.9382,44.1144,11.5,0.124,-0.17714,0.57688,0.05643,2.4943
2015-06-25,54.0746,60.5852,85.4271,87.1159,43.6455,11.5,0.1245,-0.17857,0.575,0.05929,2.4943
2015-06-24,54.2081,61.0546,85.5187,87.3366,43.824,11.5,0.1235,-0.17857,0.57344,0.05929,2.4943
2015-06-23,53.5569,60.8567,84.9252,86.2499,43.5051,11.5,0.124,-0.17857,0.57188,0.065,2.4943
2015-06-19,53.3301,60.6417,84.8322,85.9027,43.4567,11.5,0.1245,-0.17857,0.57188,0.05714,2.4943
2015-06-18,53.8999,60.7452,84.4773,86.8023,43.5572,11.5,0.1235,-0.17857,0.57188,0.05714,2.4943
2015-06-17,54.0409,61.104,84.3632,87.042,43.7454,11.5,0.123,-0.17857,0.57313,0.05714,2.4943
2015-06-16,55.2679,62.1045,85.8421,89.0111,44.7513,11.5,0.1235,-0.17857,0.57125,0.05929,2.4943
2015-12-06,54.5285,61.4754,84.2683,87.8543,44.1526,11.0,0.123,-0.17857,0.57125,0.06,2.4943
2015-11-06,54.8219,62.2064,84.6121,88.3412,44.5906,12.5,0.123,-0.17714,0.56875,0.06,2.4943
2015-10-06,55.91,63.0721,85.5255,90.096,44.9329,12.5,0.123,-0.17571,0.56875,0.06,2.4943
2015-09-06,56.0435,62.5053,85.4832,90.3097,44.6793,12.5,0.123,-0.17714,0.56875,0.06643,2.4943
2015-05-06,54.9908,61.9471,84.5044,88.6877,44.3421,12.5,0.123,-0.17714,0.56938,0.05786,2.4943
2015-04-06,53.059,59.113,81.4615,85.608,42.7206,12.5,0.123,-0.17714,0.57094,0.05786,2.4943
2015-03-06,53.4413,58.6037,81.2682,86.2207,42.9023,12.5,0.123,-0.17857,0.57031,0.05929,2.4943
2015-02-06,52.8213,57.702,80.6581,85.2011,42.5635,12.5,0.1235,-0.175,0.56844,0.06429,2.4943
2015-05-29,52.2907,57.1433,80.329,84.3181,42.1835,12.5,0.121,-0.11714,0.56719,0.06357,2.4943
2015-05-28,51.0178,55.6757,78.6337,82.2695,41.4695,12.5,0.123,-0.17214,0.57094,0.06643,2.4943
2015-05-27,50.3223,54.8412,77.4561,81.1166,41.0208,12.5,0.123,-0.17357,0.56719,0.06786,2.4943
2015-05-26,49.8613,54.7477,77.2352,80.3968,40.9909,12.5,0.123,-0.17571,0.57094,0.06643,2.4943
2015-05-22,49.9204,55.5714,77.8858,80.5584,41.2924,12.5,0.124,-0.17643,0.57063,0.07,2.4943
2015-05-21,49.7919,55.2441,77.1774,80.2603,41.1622,12.5,0.124,-0.17786,0.56688,0.07143,2.4943
2015-05-20,49.1777,55.1085,76.5943,79.2307,40.9797,12.5,0.124,-0.17786,0.56688,0.06714,2.4943
2015-05-19,49.2175,56.103,77.0992,79.328,41.126,12.5,0.124,-0.17786,0.56688,0.06571,2.4943
2015-05-15,50.0774,57.1383,78.942,80.7505,42.0148,12.5,0.124,-0.17786,0.56688,0.06857,2.4943
