Дата,Доллар США,Евро,Фунт стерлингов,Китайский юань,Японская йена,value_RUB,value_USD,value_EUR,value_GBP,value_JPY,value_CNY
2016-01-09,65.2535,72.6859,85.7888,97.7127,63.2148,10.5,0.41611,-0.40071,0.38469,-0.07886,2.4943
2016-08-31,64.9072,72.5013,84.8986,97.1694,63.3952,10.5,0.41944,-0.40414,0.3875,-0.07214,2.4943
2016-08-30,65.081,72.7996,85.204,97.4369,63.6707,10.5,0.41944,-0.40071,0.39,-0.07929,2.4943
2016-08-26,64.9459,73.2135,85.8845,97.6072,64.7291,10.5,0.41833,-0.40129,0.38969,-0.063,2.4943
2016-08-25,64.814,73.2074,85.6582,97.4441,64.6814,10.5,0.41989,-0.40129,0.38719,-0.06371,2.4943
2016-08-24,64.7684,73.4733,85.4878,97.509,64.6682,10.5,0.41833,-0.40129,0.38688,-0.05343,2.4943
2016-08-23,64.2078,72.4457,84.0223,96.4487,63.7456,10.5,0.41778,-0.40129,0.38625,-0.05386,2.4943
2016-08-19,63.5487,71.9371,83.1471,95.8083,63.4884,10.5,0.41556,-0.40129,0.3875,-0.05671,2.4943
2016-08-18,63.9943,72.0832,83.423,96.5107,63.5022,10.5,0.41722,-0.40071,0.38781,-0.071,2.4943
2016-08-17,63.9514,71.9645,82.7659,96.5013,63.7474,10.5,0.41722,-0.4,0.38313,-0.05386,2.4943
2016-08-16,64.2076,71.7263,82.9434,96.6851,63.5059,10.5,0.41778,-0.4,0.38438,-0.04814,2.4943
2016-12-08,64.9497,72.4644,84.0969,97.8011,64.1257,10.5,0.4191,-0.39929,0.38875,-0.05857,2.4943
2016-11-08,64.8137,72.2349,84.5171,97.5669,63.9157,10.5,0.4202,-0.4,0.38563,-0.05986,2.4943
2016-10-08,64.7848,71.7556,84.2202,97.2467,63.3066,10.5,0.4197,-0.4,0.38125,-0.05843,2.4943
2016-09-08,65.0799,72.1476,84.9358,97.6838,63.6167,10.5,0.4188,-0.4,0.38625,-0.04843,2.4943
2016-05-08,66.3941,73.9232,88.2245,10.0009,65.4936,10.5,0.4189,-0.4,0.4125,-0.06371,2.4943
2016-04-08,66.742,74.7978,88.927,10.0656,66.006,10.5,0.4179,-0.4,0.4825,-0.04986,2.4943
2016-03-08,66.8816,74.9007,88.2703,10.0737,65.8575,10.5,0.4174,-0.39857,0.48969,-0.05343,2.4943
2016-02-08,65.9553,73.6523,87.2918,99.3422,64.4063,10.5,0.4179,-0.4,0.49344,-0.04914,2.4943
2016-07-29,66.1125,73.4047,87.3478,99.3113,63.1176,10.5,0.4129,-0.39714,0.49388,-0.03771,2.4943
2016-07-28,65.9467,72.515,86.5946,98.8795,62.5117,10.5,0.4159,-0.39857,0.49813,-0.06843,2.4943
2016-07-27,65.7408,72.3478,86.0087,98.4674,63.1243,10.5,0.4164,-0.39857,0.50763,-0.07414,2.4943
2016-07-26,64.9184,71.209,85.2963,97.192,61.0997,10.5,0.4179,-0.39857,0.51113,-0.07357,2.4943
2016-07-22,63.7373,70.3022,84.1906,95.4537,59.6875,10.5,0.4179,-0.39857,0.5235,-0.06071,2.4943
2016-07-21,63.4183,69.6967,83.0716,94.9717,59.5757,10.5,0.4179,-0.4,0.526,-0.08714,2.4943
2016-07-20,62.9891,69.6974,83.1519,94.1597,59.3873,10.5,0.4174,-0.39857,0.52325,-0.08071,2.4943
2016-07-19,63.1154,69.7741,83.6595,94.2176,59.7486,10.5,0.4159,-0.4,0.52575,-0.06464,2.4943
2016-07-15,63.5773,70.5644,84.1255,95.0717,60.2172,10.5,0.4152,-0.39857,0.5275,-0.08786,2.4943
2016-07-14,63.8531,70.5577,84.4713,95.4128,61.2617,10.5,0.4122,-0.39857,0.4935,-0.07286,2.4943
2016-07-13,63.9029,70.9833,83.9812,95.5972,61.9304,10.5,0.4127,-0.39857,0.50188,-0.07143,2.4943
2016-12-07,64.2024,70.8152,82.7441,95.9993,62.9682,10.5,0.4122,-0.39857,0.50094,-0.06214,2.4943
2016-08-07,64.05,70.9482,83.1433,95.833,63.419,10.5,0.4122,-0.39857,0.515,-0.08357,2.4943
2016-07-07,64.6304,71.5135,83.677,96.606,64.0571,10.5,0.4127,-0.40129,0.51875,-0.05286,2.4943
2016-06-07,64.2676,71.6327,84.634,96.3633,63.1995,10.5,0.4112,-0.39857,0.52,-0.06,2.4943
2016-05-07,63.6844,70.8553,84.6302,95.5691,62.0071,10.5,0.4096,-0.39857,0.51125,-0.05614,2.4943
2016-01-07,64.1755,71.2926,86.4701,96.5975,62.4184,10.5,0.4061,-0.39714,0.5225,-0.04786,2.4943
2016-06-30,64.2575,71.2102,86.0472,96.6947,62.7668,10.5,0.4116,-0.39,0.55838,-0.05214,2.4943
2016-06-29,64.8095,71.7117,86.4364,97.4843,63.3741,10.5,0.4051,-0.39714,0.55775,-0.054,2.4943
2016-06-28,65.0588,71.942,87.1463,98.0023,63.7519,10.5,0.4016,-0.39714,0.55313,-0.06471,2.4943
2016-06-24,64.3212,72.9016,95.0281,97.7764,61.5543,10.5,0.3934,-0.39714,0.56,-0.06757,2.4943
2016-06-23,63.7162,71.8082,93.4334,96.814,61.0045,10.5,0.3911,-0.39714,0.58656,-0.06543,2.4943
2016-06-22,64.1743,72.7865,94.5223,97.5545,61.4961,10.5,0.3896,-0.395,0.58281,-0.07614,2.4943
2016-06-21,64.1509,72.7792,94.0003,97.5056,61.3092,10.5,0.3901,-0.39429,0.58781,-0.069,2.4943
2016-06-17,65.8618,74.246,93.3854,10.003,63.283,10.5,0.3865,-0.39571,0.57906,-0.07614,2.4943
2016-06-16,65.9156,73.9441,93.4947,10.0059,61.9945,10.5,0.3855,-0.395,0.5725,-0.098,2.4943
2016-06-15,66.0306,74.3174,93.4003,10.0189,62.4019,10.5,0.385,-0.39429,0.57188,-0.098,2.4943
2016-10-06,63.7402,72.5682,92.1875,97.1353,59.9203,11.0,0.3861,-0.39571,0.57519,-0.10271,2.4943
2016-09-06,64.6797,73.5538,93.999,98.438,60.4455,11.0,0.3856,-0.39571,0.5755,-0.08914,2.4943
2016-08-06,65.2089,74.1164,94.9963,99.2223,60.4766,11.0,0.3876,-0.395,0.57706,-0.07557,2.4943
2016-07-06,65.7894,74.6907,94.967,10.0212,61.4538,11.0,0.3865,-0.39571,0.58144,-0.06843,2.4943
2016-03-06,66.7491,74.8191,96.2656,10.145,61.2686,11.0,0.3861,-0.39571,0.58575,-0.06343,2.4943
2016-02-06,66.6156,74.2098,96.3728,10.1187,60.5514,11.0,0.3855,-0.39571,0.58731,-0.08057,2.4943
2016-01-06,65.9962,73.4406,96.2687,10.0228,59.4319,11.0,0.3855,-0.39571,0.58756,-0.06343,2.4943
2016-05-31,66.0825,73.497,96.5465,10.0394,59.408,11.0,0.3865,-0.39714,0.58819,-0.05343,2.4943
2016-05-27,65.2062,72.8418,95.977,99.3785,59.2622,11.0,0.385,-0.39714,0.58888,-0.04914,2.4943
2016-05-26,65.8949,73.4596,96.4965,10.0405,59.8093,11.0,0.3861,-0.39857,0.58919,-0.04243,2.4943
2016-05-25,67.0493,75.0349,97.483,10.227,61.2127,11.0,0.3861,-0.39643,0.58919,-0.03957,2.4943
2016-05-24,67.0475,75.2675,97.4602,10.2333,61.1496,11.0,0.385,-0.39857,0.5895,-0.03814,2.4943
2016-05-20,66.211,74.2755,96.8535,10.1177,60.0853,11.0,0.3845,-0.39857,0.58919,-0.04314,2.4943
2016-05-19,65.0641,73.3077,93.9005,99.5564,59.3949,11.0,0.384,-0.39857,0.58981,-0.04171,2.4943
2016-05-18,64.5138,73.1006,93.4999,98.9142,58.9436,11.0,0.385,-0.39857,0.58731,-0.04814,2.4943
2016-05-17,64.8895,73.4549,93.2981,99.5055,59.7097,11.0,0.386,-0.39857,0.587,-0.046,2.4943
2016-05-13,64.9607,74.1137,93.7773,99.7355,59.6325,11.0,0.3855,-0.39571,0.59044,-0.05357,2.4943
2016-12-05,66.2428,75.4505,95.5685,10.1721,60.9718,11.0,0.385,-0.39571,0.59013,-0.055,2.4943
2016-11-05,66.3277,75.5406,95.691,10.1806,60.8986,11.0,0.385,-0.39714,0.59075,-0.05029,2.4943
2016-06-05,65.8918,75.5713,95.385,10.1285,61.3832,11.0,0.3892,-0.3932366666666666,0.56542,-0.06047333333333333,2.4943
2016-05-05,66.1718,76.0512,95.8896,10.1812,61.837,11.0,0.385,-0.39429,0.589,-0.051,2.4943
2016-04-29,65.1133,73.9166,95.0264,10.0468,60.1953,11.0,0.3837,-0.38957,0.59056,-0.04971,2.4943
2016-04-28,65.1618,73.8023,94.9407,10.0362,58.6436,11.0,0.3827,-0.39171,0.59213,-0.04543,2.4943
2016-04-27,66.4559,74.9024,96.6867,10.2348,59.9539,11.0,0.3802,-0.39029,0.59088,-0.05957,2.4943
2016-04-26,66.6295,74.9515,96.0931,10.2531,59.9375,11.0,0.3807,-0.39029,0.59113,-0.066,2.4943
2016-04-22,65.0254,73.4592,93.0904,10.0356,59.2703,11.0,0.3812,-0.391,0.58969,-0.06271,2.4943
2016-04-21,66.0364,75.0107,94.8943,10.2084,60.6089,11.0,0.3817,-0.39171,0.5875,-0.05986,2.4943
2016-04-20,65.6474,74.3719,93.9546,10.1422,60.1856,11.0,0.3822,-0.39243,0.58813,-0.06057,2.4943
2016-04-19,68.2724,77.1273,96.742,10.5357,63.0313,11.0,0.3827,-0.391,0.58781,-0.05486,2.4943
2016-04-15,66.4954,74.794,93.9115,10.2491,60.8904,11.0,0.3807,-0.38886,0.58781,-0.04771,2.4943
2016-04-14,65.7662,74.6578,93.5919,10.1689,60.2945,11.0,0.3797,-0.38886,0.58813,-0.04629,2.4943
2016-04-13,66.3456,75.8529,94.7349,10.2691,61.3374,11.0,0.3802,-0.38957,0.58781,-0.052,2.4943
2016-12-04,67.125,76.4957,95.4115,10.3745,62.0752,11.0,0.3792,-0.39029,0.5875,-0.04486,2.4943
2016-08-04,67.796,77.3688,95.4229,10.473,62.41,11.0,0.3775,-0.39057,0.58938,-0.052,2.4943
2016-07-04,68.5215,77.813,96.6701,10.5719,62.0806,11.0,0.3782,-0.38914,0.58913,-0.06129,2.4943
2016-06-04,68.8901,78.2798,97.9617,10.642,62.3722,11.0,0.3782,-0.39057,0.58813,-0.06071,2.4943
2016-05-04,68.6753,78.1662,97.6288,10.6003,61.5122,11.0,0.3777,-0.39043,0.58938,-0.05357,2.4943
2016-01-04,67.8552,76.9207,97.4469,10.4916,60.3345,11.0,0.3791,-0.39043,0.5875,-0.07714,2.4943
2016-03-31,67.6076,76.5386,97.5442,10.4368,60.3074,11.0,0.3831,-0.36857,0.58813,-0.06314,2.4943
2016-03-30,68.7549,76.8611,97.8726,10.5587,60.4944,11.0,0.3772,-0.389,0.58688,-0.06743,2.4943
2016-03-29,67.7807,75.6975,96.0588,10.4024,59.7397,11.0,0.3755,-0.39329,0.58688,-0.08529,2.4943
2016-03-25,68.9328,76.929,97.0229,10.5806,61.0754,11.0,0.3747,-0.392146,0.5878800000000001,-0.07717,2.4943
2016-03-24,67.6409,75.6902,95.9419,10.4108,60.1146,11.0,0.3745,-0.39186,0.58813,-0.07514,2.4943
2016-03-23,67.7764,76.14,96.9406,10.4363,60.8078,11.0,0.3753,-0.38757,0.58688,-0.068,2.4943
2016-03-22,68.8086,77.4647,98.9881,10.6099,61.7699,11.0,0.3743,-0.38829,0.58813,-0.07414,2.4943
2016-03-18,68.5598,77.1572,97.9308,10.5589,61.4143,11.0,0.3743,-0.38686,0.58875,-0.07129,2.4943
2016-03-17,71.0256,78.7532,100.21,10.8918,62.4923,11.0,0.3748,-0.38829,0.58875,-0.05843,2.4943
2016-03-16,70.5408,78.3285,100.3372,10.8348,62.4338,11.0,0.3743,-0.38286,0.59125,-0.067,2.4943
2016-03-15,70.1542,78.1798,100.6783,10.8011,61.6767,11.0,0.3753,-0.29214,0.59125,-0.06057,2.4943
2016-11-03,71.0928,77.9817,101.0869,10.9103,62.6065,11.0,0.3725,-0.28786,0.59063,-0.02843,2.4943
2016-10-03,72.3775,79.4488,102.6602,11.1095,64.3155,11.0,0.3725,-0.28714,0.59063,-0.02843,2.4943
2016-04-03,73.8242,80.21,103.8559,11.2821,64.8007,11.0,0.372,-0.28643,0.58844,-0.04657,2.4943
2016-03-03,73.6256,79.9721,102.7813,11.238,64.4031,11.0,0.373,-0.28714,0.58806,-0.04657,2.4943
2016-02-03,74.0536,80.5333,103.3344,11.3111,65.4733,11.0,0.3715,-0.28714,0.58719,-0.04871,2.4943
2016-01-03,75.8994,83.1023,105.2876,11.5928,67.1706,11.0,0.3679,-0.28357,0.58844,-0.05157,2.4943
2016-02-26,76.3929,84.2155,106.5757,11.6916,68.1501,11.0,0.3745,-0.28286,0.59,-0.05257,2.4943
2016-02-25,76.3928,84.0779,106.843,11.6936,68.1805,11.0,0.3743,-0.28429,0.59031,-0.04186,2.4943
2016-02-20,76.3657,84.9187,109.3633,11.7124,67.6251,11.0,0.37146666666666667,-0.28369,0.5905766666666666,-0.038285,2.4943
2016-02-19,75.4575,84.0521,107.791,11.5766,66.3304,11.0,0.3709,-0.28357,0.59063,-0.03757,2.4943
2016-02-18,77.8503,86.9588,111.0768,11.9298,68.4729,11.0,0.3714,-0.28429,0.59094,-0.034,2.4943
2016-02-17,76.245,85.0894,110.3036,11.7037,66.6623,11.0,0.37,-0.28357,0.59063,-0.03329,2.4943
2016-02-16,77.7792,87.1905,112.7876,11.9769,68.3503,11.0,0.371,-0.28286,0.59288,-0.01757,2.4943
2016-12-02,79.1144,89.3439,114.5023,12.0346,70.6789,11.0,0.3708,-0.28357,0.58975,-0.01414,2.4943
2016-11-02,79.0689,89.2213,114.6499,12.0277,68.9805,11.0,0.3715,-0.28286,0.591,-0.01129,2.4943
2016-10-02,78.6805,88.0435,113.6776,11.9686,68.3287,11.0,0.3731,-0.28429,0.59138,-0.002,2.4943
2016-09-02,76.8614,85.6543,111.7795,11.6919,65.6122,11.0,0.3771,-0.28357,0.58906,-0.00771,2.4943
2016-05-02,76.4609,84.8104,111.7247,11.6234,64.9349,11.0,0.37,-0.28357,0.59094,-0.00271,2.4943
2016-04-02,79.2593,86.5115,114.0541,12.0464,66.088,11.0,0.3704,-0.28429,0.59031,0.00729,2.4943
2016-03-02,77.9273,84.9719,112.0283,11.8438,64.5869,11.0,0.3686,-0.28429,0.59094,0.01729,2.4943
2016-02-02,76.3264,82.8141,109.0094,11.6015,62.999,11.0,0.369,-0.28429,0.59125,0.026,2.4943
2016-01-29,77.3674,84.137,110.3569,11.766,65.0994,11.0,0.3674,-0.28286,0.58938,0.02143,2.4943
2016-01-28,78.9969,85.8459,113.1315,12.0107,66.8191,11.0,0.3684,-0.28357,0.58938,0.04857,2.4943
2016-01-27,81.8394,88.8858,116.0565,12.438,69.4466,11.0,0.3659,-0.28214,0.58938,0.05143,2.4943
2016-01-26,77.7965,84.1603,110.9456,11.8241,65.737,11.0,0.3657,-0.28286,0.58938,0.04857,2.4943
2016-01-22,83.5913,91.1814,118.3987,12.705,71.3937,11.0,0.3659,-0.28286,0.59188,0.04857,2.4943
2016-01-21,79.4614,87.0341,112.5015,12.0769,68.3862,11.0,0.3658,-0.28286,0.59063,0.04857,2.4943
2016-01-20,78.4862,85.2988,112.2196,11.9305,66.5504,11.0,0.3655,-0.28357,0.58975,0.04857,2.4943
2016-01-19,78.6678,85.622,112.6444,11.9569,66.9827,11.0,0.366,-0.28357,0.58938,0.04857,2.4943
2016-01-15,76.523,83.1499,110.262,11.615,64.9353,11.0,0.3661,-0.28429,0.59063,0.04857,2.4943
2016-01-14,76.4275,82.7175,110.3231,11.6218,64.6294,11.0,0.3661,-0.285,0.58938,0.04857,2.4943
2016-01-13,76.6041,83.4372,111.2828,11.6506,65.195,11.0,0.3663,-0.28429,0.58938,0.04929,2.4943
2016-12-01,75.9507,82.809,110.5614,11.5399,64.5812,11.0,0.3661,-0.28429,0.5885,0.04786,2.4943
2016-01-01,72.9299,79.6395,108.2426,11.2304,60.5806,11.0,0.30563333333333337,-0.28214333333333336,0.5897333333333333,0.015670000000000003,2.4943
2015-12-31,72.8827,79.6972,107.983,11.2298,60.5087,11.0,0.2745,-0.28143,0.59038,0.04929,2.4943
2015-12-30,72.5066,79.547,108.0856,11.1801,60.2439,11.0,0.3661,-0.28286,0.59038,0.05071,2.4943
2015-12-29,70.7865,77.6032,105.6347,10.9112,58.7123,11.0,0.366,-0.28143,0.58906,0.05071,2.4943
2015-12-25,69.5165,76.0441,103.517,10.7333,57.7068,11.0,0.36688,-0.28143,0.588164,0.050142,2.4943
2015-12-24,70.9333,77.5443,105.2508,10.9506,58.6129,11.0,0.3671,-0.28143,0.58794,0.05,2.4943
2015-12-23,71.1211,77.6145,105.942,10.9779,58.7511,11.0,0.3673,-0.27929,0.58656,0.05286,2.4943
2015-12-22,71.2553,77.483,106.2345,10.9957,58.6874,11.0,0.3674,-0.27786,0.58594,0.05229,2.4943
2015-12-18,70.5806,76.6788,105.4404,10.8857,57.704,11.0,0.3658,-0.28,0.58563,0.04214,2.4943
2015-12-17,70.4012,77.04,105.8412,10.8771,57.7532,11.0,0.3614,-0.28071,0.58531,0.04,2.4943
2015-12-16,70.8295,78.2312,107.3209,10.9609,58.6119,11.0,0.1518,-0.27857,0.58244,0.03714,2.4943
2015-12-15,70.2244,76.9659,106.5093,10.8717,57.8955,11.0,0.1355,-0.27786,0.58338,0.03357,2.4943
2015-11-12,69.2151,76.0674,104.9855,10.7504,56.8268,11.0,0.1335,-0.27571,0.58575,0.03571,2.4943
2015-10-12,69.2,75.5595,104.1114,10.7652,56.3564,11.0,0.1315,-0.27571,0.58263,0.04143,2.4943
2015-09-12,69.3026,75.3111,104.1895,10.7983,56.3138,11.0,0.1295,-0.27357,0.57775,0.03857,2.4943
2015-08-12,68.5156,74.4079,103.1502,10.6915,55.5367,11.0,0.1295,-0.18929,0.57563,0.04143,2.4943
2015-04-12,67.7691,71.7404,101.2403,10.5922,54.8715,11.0,0.1305,-0.19071,0.57438,0.03857,2.4943
2015-03-12,66.7402,70.8647,100.5708,10.4301,54.2162,11.0,0.1305,-0.19071,0.57413,0.03857,2.4943
2015-02-12,66.2584,70.1345,100.0369,10.355,53.9168,11.0,0.1305,-0.18786,0.57313,0.03429,2.4943
2015-01-12,66.737,70.6478,100.2857,10.4306,54.3218,11.0,0.1305,-0.18786,0.57263,0.03429,2.4943
2015-11-27,65.6836,69.7034,99.1757,10.2799,53.5799,11.0,0.1305,-0.185,0.57,0.03929,2.4943
2015-11-26,65.4789,69.8987,98.8404,10.2481,53.5374,11.0,0.1305,-0.18643,0.57,0.04357,2.4943
2015-11-25,65.621,69.8076,99.2452,10.2706,53.5332,11.0,0.1305,-0.18214,0.57,0.04357,2.4943
2015-11-24,65.5973,69.7037,99.4652,10.2667,53.277,11.0,0.1305,-0.18357,0.57,0.04357,2.4943
2015-11-20,64.912,69.339,99.1531,10.1705,52.6776,11.0,0.131,-0.18429,0.57125,0.04214,2.4943
2015-11-19,64.7785,69.0021,98.4957,10.1461,52.5608,11.0,0.13,-0.185,0.5725,0.04286,2.4943
2015-11-18,65.4799,69.7819,99.3657,10.2662,53.1212,11.0,0.131,-0.18214,0.57363,0.04143,2.4943
2015-11-17,66.4607,71.3987,100.9472,10.4339,54.1013,11.0,0.131,-0.18429,0.57156,0.04143,2.4943
2015-11-13,65.4541,70.337,99.379,10.277,53.2364,11.0,0.131,-0.18429,0.575,0.04143,2.4943
2015-12-11,64.5693,69.3797,97.8806,10.142,52.4463,11.0,0.1305,-0.18357,0.575,0.04143,2.4943
2015-11-11,64.3908,69.2394,97.2365,10.1199,52.2123,11.0,0.131,-0.18357,0.575,0.045,2.4943
2015-10-11,64.6606,69.6136,97.4888,10.162,52.3949,11.0,0.131,-0.18143,0.57563,0.04143,2.4943
2015-06-11,63.3991,68.8261,97.5966,99.8804,52.1138,11.0,0.131,-0.18143,0.57563,0.04929,2.4943
2015-04-11,63.8525,70.3782,98.4478,10.0773,52.8909,11.0,0.131,-0.18,0.57813,0.04943,2.4943
2015-03-11,63.7993,70.3961,98.4551,10.0671,52.9279,11.0,0.131,-0.18,0.57813,0.04943,2.4943
2015-10-30,64.1686,70.1427,97.9405,10.0951,53.1527,11.0,0.1248,-0.17286,0.58,0.04943,2.4943
2015-10-29,65.3159,72.1479,99.9268,10.2722,54.2784,11.0,0.132,-0.18,0.58,0.04943,2.4943
2015-10-28,63.5004,70.2124,97.4414,99.9628,52.7302,11.0,0.132,-0.18,0.57813,0.04943,2.4943
2015-10-27,62.5038,69.0104,95.8683,98.394,51.7244,11.0,0.1315,-0.18,0.57938,0.04,2.4943
2015-10-23,62.7888,71.0895,97.1657,98.754,52.4771,11.0,0.1315,-0.18143,0.57938,0.04,2.4943
2015-10-22,62.6309,71.1738,96.7397,98.6391,52.2338,11.0,0.132,-0.18286,0.57938,0.04714,2.4943
2015-10-21,62.162,70.529,96.2143,97.9207,51.9945,11.0,0.132,-0.18071,0.58063,0.04714,2.4943
2015-10-20,61.4419,69.7796,95.0629,96.6007,51.4869,11.0,0.132,-0.18071,0.58188,0.04571,2.4943
2015-10-16,62.2433,71.281,96.334,98.0781,52.5637,11.0,0.132,-0.18071,0.57813,0.04429,2.4943
2015-10-15,63.1248,72.0506,96.6188,99.4358,52.7799,11.0,0.1325,-0.18071,0.57938,0.04429,2.4943
2015-10-14,62.2237,70.8977,95.1276,98.1369,51.9939,11.0,0.132,-0.18071,0.57938,0.04429,2.4943
2015-10-13,61.1535,69.5499,93.9073,96.7007,50.8828,11.0,0.132,-0.18,0.57938,0.04429,2.4943
2015-09-10,62.2942,70.3052,95.5219,98.0625,51.9963,11.0,0.132,-0.18,0.57438,0.04,2.4943
2015-08-10,62.7061,70.4691,95.8651,98.655,52.2442,11.0,0.131,-0.18,0.58188,0.04,2.4943
2015-07-10,65.0962,72.9468,98.6728,10.2415,54.1116,11.0,0.1315,-0.18,0.58313,0.04643,2.4943
2015-06-10,65.6248,73.7951,99.8809,10.3247,54.6282,11.0,0.132,-0.18,0.58313,0.03714,2.4943
2015-02-10,65.0336,72.4865,98.4544,10.2317,54.1653,11.0,0.1325,-0.18,0.58438,0.03714,2.4943
2015-01-10,65.7364,73.776,99.663,10.3424,54.7142,11.0,0.1325,-0.18,0.58063,0.03786,2.4943
2015-09-30,66.2367,74.5825,100.6467,10.4082,55.2779,11.0,0.1162,-0.16786,0.58313,0.03857,2.4943
2015-09-29,65.547,73.2684,99.8412,10.2911,54.4908,11.0,0.1335,-0.18,0.58313,0.04657,2.4943
2015-09-25,66.5151,74.5435,101.5553,10.4208,55.3992,11.0,0.1345,-0.18,0.58313,0.02929,2.4943
2015-09-24,66.041,73.5367,101.3465,10.3449,54.9449,11.0,0.136,-0.18071,0.58438,0.02929,2.4943
2015-09-23,66.1747,73.9568,102.3723,10.3784,55.1939,11.0,0.136,-0.18071,0.58688,0.02929,2.4943
2015-09-22,66.1455,74.8304,102.8496,10.3852,55.0318,11.0,0.1355,-0.18,0.58375,0.02929,2.4943
2015-09-18,65.3623,73.9378,101.4161,10.2677,54.0698,11.0,0.1375,-0.18,0.58625,0.02929,2.4943
2015-09-17,65.9273,74.2407,101.1852,10.3484,54.7933,11.0,0.1375,-0.18,0.5875,0.03071,2.4943
2015-09-16,67.1574,75.9013,103.6507,10.5429,56.2104,11.0,0.1365,-0.18071,0.5875,0.04143,2.4943
2015-09-15,67.9571,77.1313,105.0209,10.6717,56.5367,11.0,0.1365,-0.18,0.5875,0.04943,2.4943
2015-11-09,68.4961,76.6951,105.3402,10.7369,56.695,11.0,0.1355,-0.18071,0.58625,0.053,2.4943
2015-10-09,67.6219,75.5742,104.0904,10.6019,56.0387,11.0,0.1345,-0.18,0.58688,0.053,2.4943
2015-09-09,68.7932,76.9246,105.6526,10.8038,57.2942,11.0,0.135,-0.18071,0.58675,0.053,2.4943
2015-08-09,68.4864,76.3692,104.3322,10.7583,57.3612,11.0,0.1355,-0.18,0.58613,0.053,2.4943
2015-04-09,67.0102,75.2659,102.3045,10.543,55.7049,11.0,0.1355,-0.18,0.58563,0.05443,2.4943
2015-03-09,66.6756,75.0901,102.027,10.4872,55.686,11.0,0.1355,-0.18,0.58563,0.05443,2.4943
2015-02-09,65.3495,73.8449,100.318,10.2681,54.5352,11.0,0.133,-0.18,0.58313,0.05443,2.4943
2015-01-09,66.7152,74.8478,102.8215,10.4586,55.0297,11.0,0.132,-0.18,0.58563,0.05657,2.4943
2015-08-28,67.4473,76.3369,104.4691,10.5298,56.0916,11.0,0.1335,-0.18071,0.58688,0.053,2.4943
2015-08-27,69.3142,79.7252,108.6569,10.8134,57.9599,11.0,0.1335,-0.18071,0.58688,0.05514,2.4943
2015-08-26,69.9461,80.7248,110.4239,10.9061,58.4394,11.0,0.133,-0.18,0.58688,0.053,2.4943
2015-08-25,70.7465,81.1533,111.0366,11.0459,58.7522,11.0,0.1325,-0.18,0.58438,0.053,2.4943
2015-08-21,66.9608,74.4738,104.8539,10.4805,53.9767,11.0,0.133,-0.18,0.58438,0.05371,2.4943
2015-08-20,65.7222,72.7085,103.0918,10.2762,52.9058,11.0,0.133,-0.18,0.585,0.05371,2.4943
2015-08-19,65.8289,72.9187,102.6865,10.2962,52.9895,11.0,0.133,-0.18,0.58625,0.05657,2.4943
2015-08-18,65.5034,72.5712,102.5128,10.2429,52.6343,11.0,0.1325,-0.18,0.58625,0.05657,2.4943
2015-08-14,63.9988,71.1475,99.9597,10.0025,51.3881,11.0,0.1305,-0.18,0.58438,0.05429,2.4943
2015-08-13,65.0169,72.2078,101.3678,10.1861,52.2224,11.0,0.1285,-0.18,0.58938,0.05286,2.4943
2015-12-08,63.2098,69.6762,98.6452,99.9238,50.655,11.0,0.128,-0.18,0.59125,0.05286,2.4943
2015-11-08,64.4977,70.754,99.765,10.3866,51.743,11.0,0.1275,-0.18,0.58938,0.05286,2.4943
2015-07-08,63.8644,69.6314,99.6923,10.2846,51.1509,11.0,0.126,-0.18,0.58725,0.05786,2.4943
2015-06-08,62.7184,68.1435,97.7592,10.0999,50.4228,11.0,0.126,-0.18,0.59,0.06,2.4943
2015-05-08,62.9182,68.9961,98.0266,10.1322,50.7282,11.0,0.1265,-0.18,0.58813,0.05857,2.4943
2015-04-08,62.4677,68.577,97.5371,10.0597,50.3102,11.0,0.1265,-0.18,0.58531,0.05714,2.4943
2015-07-31,58.9906,64.6478,92.1079,94.9975,47.5098,11.5,0.1214,-0.15071,0.58156,0.05643,2.4943
2015-07-30,59.7665,65.9882,93.3134,96.2579,48.345,11.5,0.1265,-0.18,0.58094,0.06357,2.4943
2015-07-29,60.2231,66.6248,93.5927,96.987,48.7104,11.5,0.126,-0.18,0.57906,0.06143,2.4943
2015-07-28,58.7816,65.083,91.2408,94.6625,47.6389,11.5,0.126,-0.18,0.58038,0.06,2.4943
2015-07-24,57.3578,62.933,89.8108,92.3681,46.3329,11.5,0.1265,-0.18,0.58063,0.05857,2.4943
2015-07-23,57.0232,62.3948,89.0988,91.8322,46.0756,11.5,0.1265,-0.18,0.58281,0.06143,2.4943
2015-07-22,57.0025,61.7622,88.8327,91.7989,45.8385,11.5,0.1285,-0.18,0.58406,0.06143,2.4943
2015-07-21,56.8336,61.6929,88.5808,91.5239,45.7284,11.5,0.1275,-0.18,0.5825,0.06429,2.4943
2015-07-17,56.9504,62.1841,88.9394,91.715,45.9611,11.5,0.128,-0.17929,0.58375,0.06143,2.4943
2015-07-16,56.6642,62.3986,88.7191,91.2585,45.8356,11.5,0.128,-0.17929,0.58438,0.06143,2.4943
2015-07-15,56.9774,62.6239,88.1953,91.7673,46.2085,11.5,0.128,-0.18,0.58406,0.06143,2.4943
