,Дата,Доллар США,Евро,Фунт стерлингов,Китайский юань,Японская йена,value_RUB,value_USD,value_EUR,value_GBP,value_JPY,value_CNY
1298,05.10.2016,"62,4323","69,7556","79,7573","93,5792","61,0018","10,00",0.42822,-0.404,0.38488,-0.03429,
1299,04.10.2016,"62,5477","70,2411","80,4113","93,7522","61,6993","10,00",0.42433,-0.40471,0.38275,-0.03,
1300,30.09.2016,"63,1581","70,8823","82,1813","94,6983","62,2431","10,00",0.42378,-0.40971,0.38275,-0.045,
1301,29.09.2016,"63,9509","71,5738","83,1681","95,8583","63,4843","10,00",0.41989,-0.40186,0.37863,-0.08071,
1302,28.09.2016,"63,6921","71,6409","82,5959","95,5133","63,2965","10,00",0.42063,-0.40413,0.37629,-0.06917,
1303,27.09.2016,"64,1506","72,0604","82,9018","96,1793","63,7617","10,00",0.42544,-0.40186,0.37594,-0.07371,
1304,23.09.2016,"63,7942","71,6728","83,4492","95,6521","63,3822","10,00",0.42322,-0.4,0.37625,-0.07843,
1305,22.09.2016,"64,4424","71,8404","83,5947","96,5965","63,3092","10,00",0.42322,-0.40143,0.37656,-0.08271,
1306,21.09.2016,"64,7513","72,5279","84,2026","97,0595","63,6533","10,00",0.42211,-0.40157,0.37594,-0.07686,
1307,20.09.2016,"64,9173","72,4477","84,8534","97,3156","63,7726","10,00",0.42211,-0.40157,0.37594,-0.09343,
1308,16.09.2016,"65,2170","73,2126","86,2625","97,7268","63,6916","10,50",0.42044,-0.40157,0.38031,-0.09629,
1309,15.09.2016,"64,9737","72,9460","85,7848","97,3972","62,9499","10,50",0.42156,-0.40157,0.38188,-0.09486,
1310,14.09.2016,"64,8102","72,7559","86,3337","97,0198","63,6361","10,50",0.42211,-0.40071,0.37938,-0.07871,
1311,13.09.2016,"65,0539","73,1986","86,3525","97,3890","63,6722","10,50",0.421,-0.40157,0.37938,-0.06657,
1312,09.09.2016,"63,9730","72,0464","85,4231","96,0022","63,0059","10,50",0.42156,-0.40071,0.38075,-0.07514,
1313,08.09.2016,"64,3804","72,4022","86,2826","96,6034","63,3509","10,50",0.42211,-0.4,0.37544,-0.08243,
1314,07.09.2016,"64,8306","72,3639","86,4646","97,0474","62,7383","10,50",0.42156,-0.4,0.37825,-0.071,
1315,06.09.2016,"64,7644","72,3742","86,3050","97,0239","62,6500","10,50",0.42044,-0.40229,0.37925,-0.05814,
1316,02.09.2016,"65,2566","72,6828","85,7667","97,6910","62,9951","10,50",0.42044,-0.4,0.38438,-0.07814,
1317,01.09.2016,"65,2535","72,6859","85,7888","97,7127","63,2148","10,50",0.41611,-0.40071,0.38469,-0.07886,
1318,31.08.2016,"64,9072","72,5013","84,8986","97,1694","63,3952","10,50",0.41944,-0.40414,0.3875,-0.07214,
1319,30.08.2016,"65,0810","72,7996","85,2040","97,4369","63,6707","10,50",0.41944,-0.40071,0.39,-0.07929,
1320,26.08.2016,"64,9459","73,2135","85,8845","97,6072","64,7291","10,50",0.41833,-0.40129,0.38969,-0.063,
1321,25.08.2016,"64,8140","73,2074","85,6582","97,4441","64,6814","10,50",0.41989,-0.40129,0.38719,-0.06371,
1322,24.08.2016,"64,7684","73,4733","85,4878","97,5090","64,6682","10,50",0.41833,-0.40129,0.38688,-0.05343,
1323,23.08.2016,"64,2078","72,4457","84,0223","96,4487","63,7456","10,50",0.41778,-0.40129,0.38625,-0.05386,
1324,19.08.2016,"63,5487","71,9371","83,1471","95,8083","63,4884","10,50",0.41556,-0.40129,0.3875,-0.05671,
1325,18.08.2016,"63,9943","72,0832","83,4230","96,5107","63,5022","10,50",0.41722,-0.40071,0.38781,-0.071,
1326,17.08.2016,"63,9514","71,9645","82,7659","96,5013","63,7474","10,50",0.41722,-0.4,0.38313,-0.05386,
1327,16.08.2016,"64,2076","71,7263","82,9434","96,6851","63,5059","10,50",0.41778,-0.4,0.38438,-0.04814,
1328,12.08.2016,"64,9497","72,4644","84,0969","97,8011","64,1257","10,50",0.4191,-0.39929,0.38875,-0.05857,
1329,11.08.2016,"64,8137","72,2349","84,5171","97,5669","63,9157","10,50",0.4202,-0.4,0.38563,-0.05986,
1330,10.08.2016,"64,7848","71,7556","84,2202","97,2467","63,3066","10,50",0.4197,-0.4,0.38125,-0.05843,
1331,09.08.2016,"65,0799","72,1476","84,9358","97,6838","63,6167","10,50",0.4188,-0.4,0.38625,-0.04843,
1332,05.08.2016,"66,3941","73,9232","88,2245","10,0009","65,4936","10,50",0.4189,-0.4,0.4125,-0.06371,
1333,04.08.2016,"66,7420","74,7978","88,9270","10,0656","66,0060","10,50",0.4179,-0.4,0.4825,-0.04986,
1334,03.08.2016,"66,8816","74,9007","88,2703","10,0737","65,8575","10,50",0.4174,-0.39857,0.48969,-0.05343,
1335,02.08.2016,"65,9553","73,6523","87,2918","99,3422","64,4063","10,50",0.4179,-0.4,0.49344,-0.04914,
1336,29.07.2016,"66,1125","73,4047","87,3478","99,3113","63,1176","10,50",0.4129,-0.39714,0.49388,-0.03771,
1337,28.07.2016,"65,9467","72,5150","86,5946","98,8795","62,5117","10,50",0.4159,-0.39857,0.49813,-0.06843,
1338,27.07.2016,"65,7408","72,3478","86,0087","98,4674","63,1243","10,50",0.4164,-0.39857,0.50763,-0.07414,
1339,26.07.2016,"64,9184","71,2090","85,2963","97,1920","61,0997","10,50",0.4179,-0.39857,0.51113,-0.07357,
1340,22.07.2016,"63,7373","70,3022","84,1906","95,4537","59,6875","10,50",0.4179,-0.39857,0.5235,-0.06071,
1341,21.07.2016,"63,4183","69,6967","83,0716","94,9717","59,5757","10,50",0.4179,-0.4,0.526,-0.08714,
1342,20.07.2016,"62,9891","69,6974","83,1519","94,1597","59,3873","10,50",0.4174,-0.39857,0.52325,-0.08071,
1343,19.07.2016,"63,1154","69,7741","83,6595","94,2176","59,7486","10,50",0.4159,-0.4,0.52575,-0.06464,
1344,15.07.2016,"63,5773","70,5644","84,1255","95,0717","60,2172","10,50",0.4152,-0.39857,0.5275,-0.08786,
1345,14.07.2016,"63,8531","70,5577","84,4713","95,4128","61,2617","10,50",0.4122,-0.39857,0.4935,-0.07286,
1346,13.07.2016,"63,9029","70,9833","83,9812","95,5972","61,9304","10,50",0.4127,-0.39857,0.50188,-0.07143,
1347,12.07.2016,"64,2024","70,8152","82,7441","95,9993","62,9682","10,50",0.4122,-0.39857,0.50094,-0.06214,
1348,08.07.2016,"64,0500","70,9482","83,1433","95,8330","63,4190","10,50",0.4122,-0.39857,0.515,-0.08357,
1349,07.07.2016,"64,6304","71,5135","83,6770","96,6060","64,0571","10,50",0.4127,-0.40129,0.51875,-0.05286,
1350,06.07.2016,"64,2676","71,6327","84,6340","96,3633","63,1995","10,50",0.4112,-0.39857,0.52,-0.06,
1351,05.07.2016,"63,6844","70,8553","84,6302","95,5691","62,0071","10,50",0.4096,-0.39857,0.51125,-0.05614,
1352,01.07.2016,"64,1755","71,2926","86,4701","96,5975","62,4184","10,50",0.4061,-0.39714,0.5225,-0.04786,
1353,30.06.2016,"64,2575","71,2102","86,0472","96,6947","62,7668","10,50",0.4116,-0.39,0.55838,-0.05214,
1354,29.06.2016,"64,8095","71,7117","86,4364","97,4843","63,3741","10,50",0.4051,-0.39714,0.55775,-0.054,
1355,28.06.2016,"65,0588","71,9420","87,1463","98,0023","63,7519","10,50",0.4016,-0.39714,0.55313,-0.06471,
1356,24.06.2016,"64,3212","72,9016","95,0281","97,7764","61,5543","10,50",0.3934,-0.39714,0.56,-0.06757,
1357,23.06.2016,"63,7162","71,8082","93,4334","96,8140","61,0045","10,50",0.3911,-0.39714,0.58656,-0.06543,
1358,22.06.2016,"64,1743","72,7865","94,5223","97,5545","61,4961","10,50",0.3896,-0.395,0.58281,-0.07614,
1359,21.06.2016,"64,1509","72,7792","94,0003","97,5056","61,3092","10,50",0.3901,-0.39429,0.58781,-0.069,
1360,17.06.2016,"65,8618","74,2460","93,3854","10,0030","63,2830","10,50",0.3865,-0.39571,0.57906,-0.07614,
1361,16.06.2016,"65,9156","73,9441","93,4947","10,0059","61,9945","10,50",0.3855,-0.395,0.5725,-0.098,
1362,15.06.2016,"66,0306","74,3174","93,4003","10,0189","62,4019","10,50",0.385,-0.39429,0.57188,-0.098,
1363,10.06.2016,"63,7402","72,5682","92,1875","97,1353","59,9203","11,00",0.3861,-0.39571,0.57519,-0.10271,
1364,09.06.2016,"64,6797","73,5538","93,9990","98,4380","60,4455","11,00",0.3856,-0.39571,0.5755,-0.08914,
1365,08.06.2016,"65,2089","74,1164","94,9963","99,2223","60,4766","11,00",0.3876,-0.395,0.57706,-0.07557,
1366,07.06.2016,"65,7894","74,6907","94,9670","10,0212","61,4538","11,00",0.3865,-0.39571,0.58144,-0.06843,
1367,03.06.2016,"66,7491","74,8191","96,2656","10,1450","61,2686","11,00",0.3861,-0.39571,0.58575,-0.06343,
1368,02.06.2016,"66,6156","74,2098","96,3728","10,1187","60,5514","11,00",0.3855,-0.39571,0.58731,-0.08057,
1369,01.06.2016,"65,9962","73,4406","96,2687","10,0228","59,4319","11,00",0.3855,-0.39571,0.58756,-0.06343,
1370,31.05.2016,"66,0825","73,4970","96,5465","10,0394","59,4080","11,00",0.3865,-0.39714,0.58819,-0.05343,
1371,27.05.2016,"65,2062","72,8418","95,9770","99,3785","59,2622","11,00",0.385,-0.39714,0.58888,-0.04914,
1372,26.05.2016,"65,8949","73,4596","96,4965","10,0405","59,8093","11,00",0.3861,-0.39857,0.58919,-0.04243,
1373,25.05.2016,"67,0493","75,0349","97,4830","10,2270","61,2127","11,00",0.3861,-0.39643,0.58919,-0.03957,
1374,24.05.2016,"67,0475","75,2675","97,4602","10,2333","61,1496","11,00",0.385,-0.39857,0.5895,-0.03814,
1375,20.05.2016,"66,2110","74,2755","96,8535","10,1177","60,0853","11,00",0.3845,-0.39857,0.58919,-0.04314,
1376,19.05.2016,"65,0641","73,3077","93,9005","99,5564","59,3949","11,00",0.384,-0.39857,0.58981,-0.04171,
1377,18.05.2016,"64,5138","73,1006","93,4999","98,9142","58,9436","11,00",0.385,-0.39857,0.58731,-0.04814,
1378,17.05.2016,"64,8895","73,4549","93,2981","99,5055","59,7097","11,00",0.386,-0.39857,0.587,-0.046,
1379,13.05.2016,"64,9607","74,1137","93,7773","99,7355","59,6325","11,00",0.3855,-0.39571,0.59044,-0.05357,
1380,12.05.2016,"66,2428","75,4505","95,5685","10,1721","60,9718","11,00",0.385,-0.39571,0.59013,-0.055,
1381,11.05.2016,"66,3277","75,5406","95,6910","10,1806","60,8986","11,00",0.385,-0.39714,0.59075,-0.05029,
1382,06.05.2016,"65,8918","75,5713","95,3850","10,1285","61,3832","11,00",,,,,
1383,05.05.2016,"66,1718","76,0512","95,8896","10,1812","61,8370","11,00",0.385,-0.39429,0.589,-0.051,
1384,29.04.2016,"65,1133","73,9166","95,0264","10,0468","60,1953","11,00",0.3837,-0.38957,0.59056,-0.04971,
1385,28.04.2016,"65,1618","73,8023","94,9407","10,0362","58,6436","11,00",0.3827,-0.39171,0.59213,-0.04543,
1386,27.04.2016,"66,4559","74,9024","96,6867","10,2348","59,9539","11,00",0.3802,-0.39029,0.59088,-0.05957,
1387,26.04.2016,"66,6295","74,9515","96,0931","10,2531","59,9375","11,00",0.3807,-0.39029,0.59113,-0.066,
1388,22.04.2016,"65,0254","73,4592","93,0904","10,0356","59,2703","11,00",0.3812,-0.391,0.58969,-0.06271,
1389,21.04.2016,"66,0364","75,0107","94,8943","10,2084","60,6089","11,00",0.3817,-0.39171,0.5875,-0.05986,
1390,20.04.2016,"65,6474","74,3719","93,9546","10,1422","60,1856","11,00",0.3822,-0.39243,0.58813,-0.06057,
1391,19.04.2016,"68,2724","77,1273","96,7420","10,5357","63,0313","11,00",0.3827,-0.391,0.58781,-0.05486,
1392,15.04.2016,"66,4954","74,7940","93,9115","10,2491","60,8904","11,00",0.3807,-0.38886,0.58781,-0.04771,
1393,14.04.2016,"65,7662","74,6578","93,5919","10,1689","60,2945","11,00",0.3797,-0.38886,0.58813,-0.04629,
1394,13.04.2016,"66,3456","75,8529","94,7349","10,2691","61,3374","11,00",0.3802,-0.38957,0.58781,-0.052,
1395,12.04.2016,"67,1250","76,4957","95,4115","10,3745","62,0752","11,00",0.3792,-0.39029,0.5875,-0.04486,
1396,08.04.2016,"67,7960","77,3688","95,4229","10,4730","62,4100","11,00",0.3775,-0.39057,0.58938,-0.052,
1397,07.04.2016,"68,5215","77,8130","96,6701","10,5719","62,0806","11,00",0.3782,-0.38914,0.58913,-0.06129,
1398,06.04.2016,"68,8901","78,2798","97,9617","10,6420","62,3722","11,00",0.3782,-0.39057,0.58813,-0.06071,
1399,05.04.2016,"68,6753","78,1662","97,6288","10,6003","61,5122","11,00",0.3777,-0.39043,0.58938,-0.05357,
1400,01.04.2016,"67,8552","76,9207","97,4469","10,4916","60,3345","11,00",0.3791,-0.39043,0.5875,-0.07714,
1401,31.03.2016,"67,6076","76,5386","97,5442","10,4368","60,3074","11,00",0.3831,-0.36857,0.58813,-0.06314,
1402,30.03.2016,"68,7549","76,8611","97,8726","10,5587","60,4944","11,00",0.3772,-0.389,0.58688,-0.06743,
1403,29.03.2016,"67,7807","75,6975","96,0588","10,4024","59,7397","11,00",0.3755,-0.39329,0.58688,-0.08529,
1404,25.03.2016,"68,9328","76,9290","97,0229","10,5806","61,0754","11,00",,,,,
1405,24.03.2016,"67,6409","75,6902","95,9419","10,4108","60,1146","11,00",0.3745,-0.39186,0.58813,-0.07514,
1406,23.03.2016,"67,7764","76,1400","96,9406","10,4363","60,8078","11,00",0.3753,-0.38757,0.58688,-0.068,
1407,22.03.2016,"68,8086","77,4647","98,9881","10,6099","61,7699","11,00",0.3743,-0.38829,0.58813,-0.07414,
1408,18.03.2016,"68,5598","77,1572","97,9308","10,5589","61,4143","11,00",0.3743,-0.38686,0.58875,-0.07129,
1409,17.03.2016,"71,0256","78,7532","100,2100","10,8918","62,4923","11,00",0.3748,-0.38829,0.58875,-0.05843,
1410,16.03.2016,"70,5408","78,3285","100,3372","10,8348","62,4338","11,00",0.3743,-0.38286,0.59125,-0.067,
1411,15.03.2016,"70,1542","78,1798","100,6783","10,8011","61,6767","11,00",0.3753,-0.29214,0.59125,-0.06057,
1412,11.03.2016,"71,0928","77,9817","101,0869","10,9103","62,6065","11,00",0.3725,-0.28786,0.59063,-0.02843,
1413,10.03.2016,"72,3775","79,4488","102,6602","11,1095","64,3155","11,00",0.3725,-0.28714,0.59063,-0.02843,
1414,04.03.2016,"73,8242","80,2100","103,8559","11,2821","64,8007","11,00",0.372,-0.28643,0.58844,-0.04657,
1415,03.03.2016,"73,6256","79,9721","102,7813","11,2380","64,4031","11,00",0.373,-0.28714,0.58806,-0.04657,
1416,02.03.2016,"74,0536","80,5333","103,3344","11,3111","65,4733","11,00",0.3715,-0.28714,0.58719,-0.04871,
1417,01.03.2016,"75,8994","83,1023","105,2876","11,5928","67,1706","11,00",0.3679,-0.28357,0.58844,-0.05157,
1418,26.02.2016,"76,3929","84,2155","106,5757","11,6916","68,1501","11,00",0.3745,-0.28286,0.59,-0.05257,
1419,25.02.2016,"76,3928","84,0779","106,8430","11,6936","68,1805","11,00",0.3743,-0.28429,0.59031,-0.04186,
1420,20.02.2016,"76,3657","84,9187","109,3633","11,7124","67,6251","11,00",,,,,
1421,19.02.2016,"75,4575","84,0521","107,7910","11,5766","66,3304","11,00",0.3709,-0.28357,0.59063,-0.03757,
1422,18.02.2016,"77,8503","86,9588","111,0768","11,9298","68,4729","11,00",0.3714,-0.28429,0.59094,-0.034,
1423,17.02.2016,"76,2450","85,0894","110,3036","11,7037","66,6623","11,00",0.37,-0.28357,0.59063,-0.03329,
1424,16.02.2016,"77,7792","87,1905","112,7876","11,9769","68,3503","11,00",0.371,-0.28286,0.59288,-0.01757,
1425,12.02.2016,"79,1144","89,3439","114,5023","12,0346","70,6789","11,00",0.3708,-0.28357,0.58975,-0.01414,
1426,11.02.2016,"79,0689","89,2213","114,6499","12,0277","68,9805","11,00",0.3715,-0.28286,0.591,-0.01129,
1427,10.02.2016,"78,6805","88,0435","113,6776","11,9686","68,3287","11,00",0.3731,-0.28429,0.59138,-0.002,
1428,09.02.2016,"76,8614","85,6543","111,7795","11,6919","65,6122","11,00",0.3771,-0.28357,0.58906,-0.00771,
1429,05.02.2016,"76,4609","84,8104","111,7247","11,6234","64,9349","11,00",0.37,-0.28357,0.59094,-0.00271,
1430,04.02.2016,"79,2593","86,5115","114,0541","12,0464","66,0880","11,00",0.3704,-0.28429,0.59031,0.00729,
1431,03.02.2016,"77,9273","84,9719","112,0283","11,8438","64,5869","11,00",0.3686,-0.28429,0.59094,0.01729,
1432,02.02.2016,"76,3264","82,8141","109,0094","11,6015","62,9990","11,00",0.369,-0.28429,0.59125,0.026,
1433,29.01.2016,"77,3674","84,1370","110,3569","11,7660","65,0994","11,00",0.3674,-0.28286,0.58938,0.02143,
1434,28.01.2016,"78,9969","85,8459","113,1315","12,0107","66,8191","11,00",0.3684,-0.28357,0.58938,0.04857,
1435,27.01.2016,"81,8394","88,8858","116,0565","12,4380","69,4466","11,00",0.3659,-0.28214,0.58938,0.05143,
1436,26.01.2016,"77,7965","84,1603","110,9456","11,8241","65,7370","11,00",0.3657,-0.28286,0.58938,0.04857,
1437,22.01.2016,"83,5913","91,1814","118,3987","12,7050","71,3937","11,00",0.3659,-0.28286,0.59188,0.04857,
1438,21.01.2016,"79,4614","87,0341","112,5015","12,0769","68,3862","11,00",0.3658,-0.28286,0.59063,0.04857,
1439,20.01.2016,"78,4862","85,2988","112,2196","11,9305","66,5504","11,00",0.3655,-0.28357,0.58975,0.04857,
1440,19.01.2016,"78,6678","85,6220","112,6444","11,9569","66,9827","11,00",0.366,-0.28357,0.58938,0.04857,
1441,15.01.2016,"76,5230","83,1499","110,2620","11,6150","64,9353","11,00",0.3661,-0.28429,0.59063,0.04857,
1442,14.01.2016,"76,4275","82,7175","110,3231","11,6218","64,6294","11,00",0.3661,-0.285,0.58938,0.04857,
1443,13.01.2016,"76,6041","83,4372","111,2828","11,6506","65,1950","11,00",0.3663,-0.28429,0.58938,0.04929,
1444,12.01.2016,"75,9507","82,8090","110,5614","11,5399","64,5812","11,00",0.3661,-0.28429,0.5885,0.04786,
1445,01.01.2016,"72,9299","79,6395","108,2426","11,2304","60,5806","11,00",,,,,
1446,31.12.2015,"72,8827","79,6972","107,9830","11,2298","60,5087","11,00",0.2745,-0.28143,0.59038,0.04929,
1447,30.12.2015,"72,5066","79,5470","108,0856","11,1801","60,2439","11,00",0.3661,-0.28286,0.59038,0.05071,
1448,29.12.2015,"70,7865","77,6032","105,6347","10,9112","58,7123","11,00",0.366,-0.28143,0.58906,0.05071,
1449,25.12.2015,"69,5165","76,0441","103,5170","10,7333","57,7068","11,00",,,,,
1450,24.12.2015,"70,9333","77,5443","105,2508","10,9506","58,6129","11,00",0.3671,-0.28143,0.58794,0.05,
1451,23.12.2015,"71,1211","77,6145","105,9420","10,9779","58,7511","11,00",0.3673,-0.27929,0.58656,0.05286,
1452,22.12.2015,"71,2553","77,4830","106,2345","10,9957","58,6874","11,00",0.3674,-0.27786,0.58594,0.05229,
1453,18.12.2015,"70,5806","76,6788","105,4404","10,8857","57,7040","11,00",0.3658,-0.28,0.58563,0.04214,
1454,17.12.2015,"70,4012","77,0400","105,8412","10,8771","57,7532","11,00",0.3614,-0.28071,0.58531,0.04,
1455,16.12.2015,"70,8295","78,2312","107,3209","10,9609","58,6119","11,00",0.1518,-0.27857,0.58244,0.03714,
1456,15.12.2015,"70,2244","76,9659","106,5093","10,8717","57,8955","11,00",0.1355,-0.27786,0.58338,0.03357,
1457,11.12.2015,"69,2151","76,0674","104,9855","10,7504","56,8268","11,00",0.1335,-0.27571,0.58575,0.03571,
1458,10.12.2015,"69,2000","75,5595","104,1114","10,7652","56,3564","11,00",0.1315,-0.27571,0.58263,0.04143,
1459,09.12.2015,"69,3026","75,3111","104,1895","10,7983","56,3138","11,00",0.1295,-0.27357,0.57775,0.03857,
1460,08.12.2015,"68,5156","74,4079","103,1502","10,6915","55,5367","11,00",0.1295,-0.18929,0.57563,0.04143,
1461,04.12.2015,"67,7691","71,7404","101,2403","10,5922","54,8715","11,00",0.1305,-0.19071,0.57438,0.03857,
1462,03.12.2015,"66,7402","70,8647","100,5708","10,4301","54,2162","11,00",0.1305,-0.19071,0.57413,0.03857,
1463,02.12.2015,"66,2584","70,1345","100,0369","10,3550","53,9168","11,00",0.1305,-0.18786,0.57313,0.03429,
1464,01.12.2015,"66,7370","70,6478","100,2857","10,4306","54,3218","11,00",0.1305,-0.18786,0.57263,0.03429,
1465,27.11.2015,"65,6836","69,7034","99,1757","10,2799","53,5799","11,00",0.1305,-0.185,0.57,0.03929,
1466,26.11.2015,"65,4789","69,8987","98,8404","10,2481","53,5374","11,00",0.1305,-0.18643,0.57,0.04357,
1467,25.11.2015,"65,6210","69,8076","99,2452","10,2706","53,5332","11,00",0.1305,-0.18214,0.57,0.04357,
1468,24.11.2015,"65,5973","69,7037","99,4652","10,2667","53,2770","11,00",0.1305,-0.18357,0.57,0.04357,
1469,20.11.2015,"64,9120","69,3390","99,1531","10,1705","52,6776","11,00",0.131,-0.18429,0.57125,0.04214,
1470,19.11.2015,"64,7785","69,0021","98,4957","10,1461","52,5608","11,00",0.13,-0.185,0.5725,0.04286,
1471,18.11.2015,"65,4799","69,7819","99,3657","10,2662","53,1212","11,00",0.131,-0.18214,0.57363,0.04143,
1472,17.11.2015,"66,4607","71,3987","100,9472","10,4339","54,1013","11,00",0.131,-0.18429,0.57156,0.04143,
1473,13.11.2015,"65,4541","70,3370","99,3790","10,2770","53,2364","11,00",0.131,-0.18429,0.575,0.04143,
1474,12.11.2015,"64,5693","69,3797","97,8806","10,1420","52,4463","11,00",0.1305,-0.18357,0.575,0.04143,
1475,11.11.2015,"64,3908","69,2394","97,2365","10,1199","52,2123","11,00",0.131,-0.18357,0.575,0.045,
1476,10.11.2015,"64,6606","69,6136","97,4888","10,1620","52,3949","11,00",0.131,-0.18143,0.57563,0.04143,
1477,06.11.2015,"63,3991","68,8261","97,5966","99,8804","52,1138","11,00",0.131,-0.18143,0.57563,0.04929,
1478,04.11.2015,"63,8525","70,3782","98,4478","10,0773","52,8909",,0.131,-0.18,0.57813,0.04943,
1479,03.11.2015,"63,7993","70,3961","98,4551","10,0671","52,9279","11,00",0.131,-0.18,0.57813,0.04943,
1480,30.10.2015,"64,1686","70,1427","97,9405","10,0951","53,1527","11,00",0.1248,-0.17286,0.58,0.04943,
1481,29.10.2015,"65,3159","72,1479","99,9268","10,2722","54,2784","11,00",0.132,-0.18,0.58,0.04943,
1482,28.10.2015,"63,5004","70,2124","97,4414","99,9628","52,7302","11,00",0.132,-0.18,0.57813,0.04943,
1483,27.10.2015,"62,5038","69,0104","95,8683","98,3940","51,7244","11,00",0.1315,-0.18,0.57938,0.04,
1484,23.10.2015,"62,7888","71,0895","97,1657","98,7540","52,4771","11,00",0.1315,-0.18143,0.57938,0.04,
1485,22.10.2015,"62,6309","71,1738","96,7397","98,6391","52,2338","11,00",0.132,-0.18286,0.57938,0.04714,
1486,21.10.2015,"62,1620","70,5290","96,2143","97,9207","51,9945","11,00",0.132,-0.18071,0.58063,0.04714,
1487,20.10.2015,"61,4419","69,7796","95,0629","96,6007","51,4869","11,00",0.132,-0.18071,0.58188,0.04571,
1488,16.10.2015,"62,2433","71,2810","96,3340","98,0781","52,5637","11,00",0.132,-0.18071,0.57813,0.04429,
1489,15.10.2015,"63,1248","72,0506","96,6188","99,4358","52,7799","11,00",0.1325,-0.18071,0.57938,0.04429,
1490,14.10.2015,"62,2237","70,8977","95,1276","98,1369","51,9939","11,00",0.132,-0.18071,0.57938,0.04429,
1491,13.10.2015,"61,1535","69,5499","93,9073","96,7007","50,8828","11,00",0.132,-0.18,0.57938,0.04429,
1492,09.10.2015,"62,2942","70,3052","95,5219","98,0625","51,9963","11,00",0.132,-0.18,0.57438,0.04,
1493,08.10.2015,"62,7061","70,4691","95,8651","98,6550","52,2442","11,00",0.131,-0.18,0.58188,0.04,
1494,07.10.2015,"65,0962","72,9468","98,6728","10,2415","54,1116","11,00",0.1315,-0.18,0.58313,0.04643,
1495,06.10.2015,"65,6248","73,7951","99,8809","10,3247","54,6282","11,00",0.132,-0.18,0.58313,0.03714,
1496,02.10.2015,"65,0336","72,4865","98,4544","10,2317","54,1653","11,00",0.1325,-0.18,0.58438,0.03714,
1497,01.10.2015,"65,7364","73,7760","99,6630","10,3424","54,7142","11,00",0.1325,-0.18,0.58063,0.03786,
1498,30.09.2015,"66,2367","74,5825","100,6467","10,4082","55,2779","11,00",0.1162,-0.16786,0.58313,0.03857,
1499,29.09.2015,"65,5470","73,2684","99,8412","10,2911","54,4908","11,00",0.1335,-0.18,0.58313,0.04657,
1500,25.09.2015,"66,5151","74,5435","101,5553","10,4208","55,3992","11,00",0.1345,-0.18,0.58313,0.02929,
1501,24.09.2015,"66,0410","73,5367","101,3465","10,3449","54,9449","11,00",0.136,-0.18071,0.58438,0.02929,
1502,23.09.2015,"66,1747","73,9568","102,3723","10,3784","55,1939","11,00",0.136,-0.18071,0.58688,0.02929,
1503,22.09.2015,"66,1455","74,8304","102,8496","10,3852","55,0318","11,00",0.1355,-0.18,0.58375,0.02929,
1504,18.09.2015,"65,3623","73,9378","101,4161","10,2677","54,0698","11,00",0.1375,-0.18,0.58625,0.02929,
1505,17.09.2015,"65,9273","74,2407","101,1852","10,3484","54,7933","11,00",0.1375,-0.18,0.5875,0.03071,
1506,16.09.2015,"67,1574","75,9013","103,6507","10,5429","56,2104","11,00",0.1365,-0.18071,0.5875,0.04143,
1507,15.09.2015,"67,9571","77,1313","105,0209","10,6717","56,5367","11,00",0.1365,-0.18,0.5875,0.04943,
1508,11.09.2015,"68,4961","76,6951","105,3402","10,7369","56,6950","11,00",0.1355,-0.18071,0.58625,0.053,
1509,10.09.2015,"67,6219","75,5742","104,0904","10,6019","56,0387","11,00",0.1345,-0.18,0.58688,0.053,
1510,09.09.2015,"68,7932","76,9246","105,6526","10,8038","57,2942","11,00",0.135,-0.18071,0.58675,0.053,
1511,08.09.2015,"68,4864","76,3692","104,3322","10,7583","57,3612","11,00",0.1355,-0.18,0.58613,0.053,
1512,04.09.2015,"67,0102","75,2659","102,3045","10,5430","55,7049","11,00",0.1355,-0.18,0.58563,0.05443,
1513,03.09.2015,"66,6756","75,0901","102,0270","10,4872","55,6860","11,00",0.1355,-0.18,0.58563,0.05443,
1514,02.09.2015,"65,3495","73,8449","100,3180","10,2681","54,5352","11,00",0.133,-0.18,0.58313,0.05443,
1515,01.09.2015,"66,7152","74,8478","102,8215","10,4586","55,0297","11,00",0.132,-0.18,0.58563,0.05657,
1516,28.08.2015,"67,4473","76,3369","104,4691","10,5298","56,0916","11,00",0.1335,-0.18071,0.58688,0.053,
1517,27.08.2015,"69,3142","79,7252","108,6569","10,8134","57,9599","11,00",0.1335,-0.18071,0.58688,0.05514,
1518,26.08.2015,"69,9461","80,7248","110,4239","10,9061","58,4394","11,00",0.133,-0.18,0.58688,0.053,
1519,25.08.2015,"70,7465","81,1533","111,0366","11,0459","58,7522","11,00",0.1325,-0.18,0.58438,0.053,
1520,21.08.2015,"66,9608","74,4738","104,8539","10,4805","53,9767","11,00",0.133,-0.18,0.58438,0.05371,
1521,20.08.2015,"65,7222","72,7085","103,0918","10,2762","52,9058","11,00",0.133,-0.18,0.585,0.05371,
1522,19.08.2015,"65,8289","72,9187","102,6865","10,2962","52,9895","11,00",0.133,-0.18,0.58625,0.05657,
1523,18.08.2015,"65,5034","72,5712","102,5128","10,2429","52,6343","11,00",0.1325,-0.18,0.58625,0.05657,
