,Дата,Доллар США,Евро,Фунт стерлингов,Китайский юань,Японская йена,value_RUB,value_USD,value_EUR,value_GBP,value_JPY,value_CNY
1524,14.08.2015,"63,9988","71,1475","99,9597","10,0025","51,3881","11,00",0.1305,-0.18,0.58438,0.05429,
1525,13.08.2015,"65,0169","72,2078","101,3678","10,1861","52,2224","11,00",0.1285,-0.18,0.58938,0.05286,
1526,12.08.2015,"63,2098","69,6762","98,6452","99,9238","50,6550","11,00",0.128,-0.18,0.59125,0.05286,
1527,11.08.2015,"64,4977","70,7540","99,7650","10,3866","51,7430","11,00",0.1275,-0.18,0.58938,0.05286,
1528,07.08.2015,"63,8644","69,6314","99,6923","10,2846","51,1509","11,00",0.126,-0.18,0.58725,0.05786,
1529,06.08.2015,"62,7184","68,1435","97,7592","10,0999","50,4228","11,00",0.126,-0.18,0.59,0.06,
1530,05.08.2015,"62,9182","68,9961","98,0266","10,1322","50,7282","11,00",0.1265,-0.18,0.58813,0.05857,
1531,04.08.2015,"62,4677","68,5770","97,5371","10,0597","50,3102","11,00",0.1265,-0.18,0.58531,0.05714,
1532,31.07.2015,"58,9906","64,6478","92,1079","94,9975","47,5098","11,50",0.1214,-0.15071,0.58156,0.05643,
1533,30.07.2015,"59,7665","65,9882","93,3134","96,2579","48,3450","11,50",0.1265,-0.18,0.58094,0.06357,
1534,29.07.2015,"60,2231","66,6248","93,5927","96,9870","48,7104","11,50",0.126,-0.18,0.57906,0.06143,
1535,28.07.2015,"58,7816","65,0830","91,2408","94,6625","47,6389","11,50",0.126,-0.18,0.58038,0.06,
1536,24.07.2015,"57,3578","62,9330","89,8108","92,3681","46,3329","11,50",0.1265,-0.18,0.58063,0.05857,
1537,23.07.2015,"57,0232","62,3948","89,0988","91,8322","46,0756","11,50",0.1265,-0.18,0.58281,0.06143,
1538,22.07.2015,"57,0025","61,7622","88,8327","91,7989","45,8385","11,50",0.1285,-0.18,0.58406,0.06143,
1539,21.07.2015,"56,8336","61,6929","88,5808","91,5239","45,7284","11,50",0.1275,-0.18,0.5825,0.06429,
1540,17.07.2015,"56,9504","62,1841","88,9394","91,7150","45,9611","11,50",0.128,-0.17929,0.58375,0.06143,
1541,16.07.2015,"56,6642","62,3986","88,7191","91,2585","45,8356","11,50",0.128,-0.17929,0.58438,0.06143,
1542,15.07.2015,"56,9774","62,6239","88,1953","91,7673","46,2085","11,50",0.128,-0.18,0.58406,0.06143,
1543,14.07.2015,"56,6079","62,9819","87,8951","91,1795","45,8642","11,50",0.128,-0.17929,0.58219,0.06,
1544,10.07.2015,"56,9803","63,0430","87,7440","91,7735","46,9553","11,50",0.1265,-0.18,0.57813,0.05714,
1545,09.07.2015,"57,2174","63,0822","88,1835","92,1494","47,0422","11,50",0.1255,-0.17857,0.58031,0.05643,
1546,08.07.2015,"57,2192","63,0441","88,8900","92,1419","46,5973","11,50",0.1255,-0.17929,0.57813,0.05643,
1547,07.07.2015,"56,4112","62,4246","87,7984","90,8510","46,0255","11,50",0.126,-0.17857,0.57813,0.06429,
1548,03.07.2015,"55,6555","61,5661","86,7836","89,7018","45,0488","11,50",0.1255,-0.18,0.57688,0.05929,
1549,02.07.2015,"55,4756","61,6556","87,2076","89,4566","45,2179","11,50",0.125,-0.18,0.57813,0.06643,
1550,01.07.2015,"55,8413","62,3803","87,7602","90,0550","45,7228","11,50",0.123,-0.18,0.57688,0.05786,
1551,30.06.2015,"55,5240","61,5206","87,1727","89,4279","45,2021","11,50",0.112,-0.10571,0.5785,0.05857,
1552,26.06.2015,"54,6026","61,1986","85,7861","87,9382","44,1144","11,50",0.124,-0.17714,0.57688,0.05643,
1553,25.06.2015,"54,0746","60,5852","85,4271","87,1159","43,6455","11,50",0.1245,-0.17857,0.575,0.05929,
1554,24.06.2015,"54,2081","61,0546","85,5187","87,3366","43,8240","11,50",0.1235,-0.17857,0.57344,0.05929,
1555,23.06.2015,"53,5569","60,8567","84,9252","86,2499","43,5051","11,50",0.124,-0.17857,0.57188,0.065,
1556,19.06.2015,"53,3301","60,6417","84,8322","85,9027","43,4567","11,50",0.1245,-0.17857,0.57188,0.05714,
1557,18.06.2015,"53,8999","60,7452","84,4773","86,8023","43,5572","11,50",0.1235,-0.17857,0.57188,0.05714,
1558,17.06.2015,"54,0409","61,1040","84,3632","87,0420","43,7454","11,50",0.123,-0.17857,0.57313,0.05714,
1559,16.06.2015,"55,2679","62,1045","85,8421","89,0111","44,7513","11,50",0.1235,-0.17857,0.57125,0.05929,
1560,12.06.2015,"54,5285","61,4754","84,2683","87,8543","44,1526",,0.123,-0.17857,0.57125,0.06,
1561,11.06.2015,"54,8219","62,2064","84,6121","88,3412","44,5906","12,50",0.123,-0.17714,0.56875,0.06,
1562,10.06.2015,"55,9100","63,0721","85,5255","90,0960","44,9329","12,50",0.123,-0.17571,0.56875,0.06,
1563,09.06.2015,"56,0435","62,5053","85,4832","90,3097","44,6793","12,50",0.123,-0.17714,0.56875,0.06643,
1564,05.06.2015,"54,9908","61,9471","84,5044","88,6877","44,3421","12,50",0.123,-0.17714,0.56938,0.05786,
1565,04.06.2015,"53,0590","59,1130","81,4615","85,6080","42,7206","12,50",0.123,-0.17714,0.57094,0.05786,
1566,03.06.2015,"53,4413","58,6037","81,2682","86,2207","42,9023","12,50",0.123,-0.17857,0.57031,0.05929,
1567,02.06.2015,"52,8213","57,7020","80,6581","85,2011","42,5635","12,50",0.1235,-0.175,0.56844,0.06429,
1568,29.05.2015,"52,2907","57,1433","80,3290","84,3181","42,1835","12,50",0.121,-0.11714,0.56719,0.06357,
1569,28.05.2015,"51,0178","55,6757","78,6337","82,2695","41,4695","12,50",0.123,-0.17214,0.57094,0.06643,
1570,27.05.2015,"50,3223","54,8412","77,4561","81,1166","41,0208","12,50",0.123,-0.17357,0.56719,0.06786,
1571,26.05.2015,"49,8613","54,7477","77,2352","80,3968","40,9909","12,50",0.123,-0.17571,0.57094,0.06643,
1572,22.05.2015,"49,9204","55,5714","77,8858","80,5584","41,2924","12,50",0.124,-0.17643,0.57063,0.07,
1573,21.05.2015,"49,7919","55,2441","77,1774","80,2603","41,1622","12,50",0.124,-0.17786,0.56688,0.07143,
1574,20.05.2015,"49,1777","55,1085","76,5943","79,2307","40,9797","12,50",0.124,-0.17786,0.56688,0.06714,
1575,19.05.2015,"49,2175","56,1030","77,0992","79,3280","41,1260","12,50",0.124,-0.17786,0.56688,0.06571,
1576,15.05.2015,"50,0774","57,1383","78,9420","80,7505","42,0148","12,50",0.124,-0.17786,0.56688,0.06857,
